"DATE","TIME PERIOD","Chinese yuan renminbi/Euro (EXR.D.CNY.EUR.SP00.A)","UK pound sterling/Euro (EXR.D.GBP.EUR.SP00.A)"
"2010-07-20","20 Jul 2010","8.7058","0.84745"
"2010-07-21","21 Jul 2010","8.6860","0.83945"
"2010-07-22","22 Jul 2010","8.7123","0.84280"
"2010-07-23","23 Jul 2010","8.7446","0.83720"
"2010-07-26","26 Jul 2010","8.7666","0.83425"
"2010-07-27","27 Jul 2010","8.8345","0.83820"
"2010-07-28","28 Jul 2010","8.8060","0.83395"
"2010-07-29","29 Jul 2010","8.8557","0.83670"
"2010-07-30","30 Jul 2010","8.8265","0.83490"
"2010-08-02","02 Aug 2010","8.8559","0.82600"
"2010-08-03","03 Aug 2010","8.9546","0.82980"
"2010-08-04","04 Aug 2010","8.9434","0.82840"
"2010-08-05","05 Aug 2010","8.9281","0.82930"
"2010-08-06","06 Aug 2010","8.9179","0.83010"
"2010-08-09","09 Aug 2010","8.9684","0.83040"
"2010-08-10","10 Aug 2010","8.8937","0.83520"
"2010-08-11","11 Aug 2010","8.8183","0.82780"
"2010-08-12","12 Aug 2010","8.6781","0.82060"
"2010-08-13","13 Aug 2010","8.6978","0.82120"
"2010-08-16","16 Aug 2010","8.7281","0.82110"
"2010-08-17","17 Aug 2010","8.7346","0.82300"
"2010-08-18","18 Aug 2010","8.7477","0.82330"
"2010-08-19","19 Aug 2010","8.7159","0.82055"
"2010-08-20","20 Aug 2010","8.6310","0.81910"
"2010-08-23","23 Aug 2010","8.6391","0.81690"
"2010-08-24","24 Aug 2010","8.5719","0.81930"
"2010-08-25","25 Aug 2010","8.5751","0.81850"
"2010-08-26","26 Aug 2010","8.6310","0.81745"
"2010-08-27","27 Aug 2010","8.6426","0.82060"
"2010-08-30","30 Aug 2010","8.6398","0.81650"
"2010-08-31","31 Aug 2010","8.6318","0.82480"
"2010-09-01","01 Sep 2010","8.7187","0.83105"
"2010-09-02","02 Sep 2010","8.7270","0.83275"
"2010-09-03","03 Sep 2010","8.7320","0.83320"
"2010-09-06","06 Sep 2010","8.7381","0.83825"
"2010-09-07","07 Sep 2010","8.6550","0.83160"
"2010-09-08","08 Sep 2010","8.6267","0.82205"
"2010-09-09","09 Sep 2010","8.6248","0.82580"
"2010-09-10","10 Sep 2010","8.6138","0.82340"
"2010-09-13","13 Sep 2010","8.6558","0.83120"
"2010-09-14","14 Sep 2010","8.6690","0.83430"
"2010-09-15","15 Sep 2010","8.7574","0.83550"
"2010-09-16","16 Sep 2010","8.7947","0.83720"
"2010-09-17","17 Sep 2010","8.7809","0.83575"
"2010-09-20","20 Sep 2010","8.7783","0.83830"
"2010-09-21","21 Sep 2010","8.8008","0.84545"
"2010-09-22","22 Sep 2010","8.9644","0.85530"
"2010-09-23","23 Sep 2010","8.9369","0.85050"
"2010-09-24","24 Sep 2010","8.9966","0.85345"
"2010-09-27","27 Sep 2010","9.0192","0.85040"
"2010-09-28","28 Sep 2010","9.0055","0.84985"
"2010-09-29","29 Sep 2010","9.1014","0.86180"
"2010-09-30","30 Sep 2010","9.1321","0.85995"
"2010-10-01","01 Oct 2010","9.1843","0.86760"
"2010-10-04","04 Oct 2010","9.1703","0.86560"
"2010-10-05","05 Oct 2010","9.2205","0.86670"
"2010-10-06","06 Oct 2010","9.2713","0.87260"
"2010-10-07","07 Oct 2010","9.3298","0.87465"
"2010-10-08","08 Oct 2010","9.2548","0.87510"
"2010-10-11","11 Oct 2010","9.2922","0.87460"
"2010-10-12","12 Oct 2010","9.2313","0.87360"
"2010-10-13","13 Oct 2010","9.3018","0.88120"
"2010-10-14","14 Oct 2010","9.3783","0.87920"
"2010-10-15","15 Oct 2010","9.3568","0.87750"
"2010-10-18","18 Oct 2010","9.2326","0.87470"
"2010-10-19","19 Oct 2010","9.2089","0.88060"
"2010-10-20","20 Oct 2010","9.2202","0.88200"
"2010-10-21","21 Oct 2010","9.3212","0.89020"
"2010-10-22","22 Oct 2010","9.2787","0.88730"
"2010-10-25","25 Oct 2010","9.3420","0.89255"
"2010-10-26","26 Oct 2010","9.2691","0.87685"
"2010-10-27","27 Oct 2010","9.2212","0.87235"
"2010-10-28","28 Oct 2010","9.2667","0.87040"
"2010-10-29","29 Oct 2010","9.2437","0.86860"
"2010-11-01","01 Nov 2010","9.3325","0.86675"
"2010-11-02","02 Nov 2010","9.3608","0.87490"
"2010-11-03","03 Nov 2010","9.3559","0.87030"
"2010-11-04","04 Nov 2010","9.4915","0.87585"
"2010-11-05","05 Nov 2010","9.3752","0.86790"
"2010-11-08","08 Nov 2010","9.2939","0.86270"
"2010-11-09","09 Nov 2010","9.2651","0.86235"
"2010-11-10","10 Nov 2010","9.1346","0.85685"
"2010-11-11","11 Nov 2010","9.0772","0.84910"
"2010-11-12","12 Nov 2010","9.1000","0.85070"
"2010-11-15","15 Nov 2010","9.0530","0.84790"
"2010-11-16","16 Nov 2010","9.0355","0.85100"
"2010-11-17","17 Nov 2010","8.9548","0.84895"
"2010-11-18","18 Nov 2010","9.0529","0.85220"
"2010-11-19","19 Nov 2010","9.0789","0.85520"
"2010-11-22","22 Nov 2010","9.0638","0.85490"
"2010-11-23","23 Nov 2010","8.9680","0.84795"
"2010-11-24","24 Nov 2010","8.8762","0.84380"
"2010-11-25","25 Nov 2010","8.8595","0.84645"
"2010-11-26","26 Nov 2010","8.8178","0.84470"
"2010-11-29","29 Nov 2010","8.7560","0.84400"
"2010-11-30","30 Nov 2010","8.6658","0.83765"
"2010-12-01","01 Dec 2010","8.7390","0.83930"
"2010-12-02","02 Dec 2010","8.7629","0.84450"
"2010-12-03","03 Dec 2010","8.8262","0.84800"
"2010-12-06","06 Dec 2010","8.8291","0.84720"
"2010-12-07","07 Dec 2010","8.8792","0.84670"
"2010-12-08","08 Dec 2010","8.7934","0.83670"
"2010-12-09","09 Dec 2010","8.7939","0.83820"
"2010-12-10","10 Dec 2010","8.8147","0.83715"
"2010-12-13","13 Dec 2010","8.8451","0.84375"
"2010-12-14","14 Dec 2010","8.9411","0.84865"
"2010-12-15","15 Dec 2010","8.8917","0.85290"
"2010-12-16","16 Dec 2010","8.8209","0.84795"
"2010-12-17","17 Dec 2010","8.8252","0.85185"
"2010-12-20","20 Dec 2010","8.7750","0.84620"
"2010-12-21","21 Dec 2010","8.7598","0.85030"
"2010-12-22","22 Dec 2010","8.7144","0.84920"
"2010-12-23","23 Dec 2010","8.6785","0.84820"
"2010-12-24","24 Dec 2010","8.6807","0.84960"
"2010-12-27","27 Dec 2010","8.7102","0.85230"
"2010-12-28","28 Dec 2010","8.7414","0.85345"
"2010-12-29","29 Dec 2010","8.6976","0.85390"
"2010-12-30","30 Dec 2010","8.7659","0.86020"
"2010-12-31","31 Dec 2010","8.8220","0.86075"
"2011-01-03","03 Jan 2011","8.7959","0.86131"
"2011-01-04","04 Jan 2011","8.8697","0.85875"
"2011-01-05","05 Jan 2011","8.7457","0.84830"
"2011-01-06","06 Jan 2011","8.6748","0.84450"
"2011-01-07","07 Jan 2011","8.5906","0.83830"
"2011-01-10","10 Jan 2011","8.5646","0.83180"
"2011-01-11","11 Jan 2011","8.5716","0.83190"
"2011-01-12","12 Jan 2011","8.5671","0.83155"
"2011-01-13","13 Jan 2011","8.7174","0.83575"
"2011-01-14","14 Jan 2011","8.7970","0.84220"
"2011-01-17","17 Jan 2011","8.7759","0.83610"
"2011-01-18","18 Jan 2011","8.8020","0.83565"
"2011-01-19","19 Jan 2011","8.8902","0.84330"
"2011-01-20","20 Jan 2011","8.8719","0.84360"
"2011-01-21","21 Jan 2011","8.9013","0.84825"
"2011-01-24","24 Jan 2011","8.9315","0.85160"
"2011-01-25","25 Jan 2011","8.9498","0.86200"
"2011-01-26","26 Jan 2011","9.0062","0.86325"
"2011-01-27","27 Jan 2011","9.0279","0.85955"
"2011-01-28","28 Jan 2011","9.0431","0.86090"
"2011-01-31","31 Jan 2011","9.0299","0.86090"
"2011-02-01","01 Feb 2011","9.0604","0.85360"
"2011-02-02","02 Feb 2011","9.0890","0.85190"
"2011-02-03","03 Feb 2011","9.0511","0.84865"
"2011-02-04","04 Feb 2011","8.9760","0.84720"
"2011-02-07","07 Feb 2011","8.9247","0.84020"
"2011-02-08","08 Feb 2011","8.9786","0.84860"
"2011-02-09","09 Feb 2011","8.9930","0.85000"
"2011-02-10","10 Feb 2011","8.9605","0.84780"
"2011-02-11","11 Feb 2011","8.9164","0.84570"
"2011-02-14","14 Feb 2011","8.8662","0.84000"
"2011-02-15","15 Feb 2011","8.9020","0.83750"
"2011-02-16","16 Feb 2011","8.8963","0.84190"
"2011-02-17","17 Feb 2011","8.9225","0.84090"
"2011-02-18","18 Feb 2011","8.9529","0.83950"
"2011-02-21","21 Feb 2011","8.9760","0.84250"
"2011-02-22","22 Feb 2011","8.9929","0.84584"
"2011-02-23","23 Feb 2011","9.0272","0.84590"
"2011-02-24","24 Feb 2011","9.0551","0.85130"
"2011-02-25","25 Feb 2011","9.0513","0.85530"
"2011-02-28","28 Feb 2011","9.0912","0.85280"
"2011-03-01","01 Mar 2011","9.0816","0.84940"
"2011-03-02","02 Mar 2011","9.0760","0.84780"
"2011-03-03","03 Mar 2011","9.0995","0.85130"
"2011-03-04","04 Mar 2011","9.1673","0.85805"
"2011-03-07","07 Mar 2011","9.1975","0.86100"
"2011-03-08","08 Mar 2011","9.1292","0.86050"
"2011-03-09","09 Mar 2011","9.1539","0.85900"
"2011-03-10","10 Mar 2011","9.0845","0.85655"
"2011-03-11","11 Mar 2011","9.0551","0.86120"
"2011-03-14","14 Mar 2011","9.1603","0.86590"
"2011-03-15","15 Mar 2011","9.1255","0.86740"
"2011-03-16","16 Mar 2011","9.1676","0.86730"
"2011-03-17","17 Mar 2011","9.2076","0.86745"
"2011-03-18","18 Mar 2011","9.2823","0.87380"
"2011-03-21","21 Mar 2011","9.3184","0.87170"
"2011-03-22","22 Mar 2011","9.3039","0.86780"
"2011-03-23","23 Mar 2011","9.2633","0.86990"
"2011-03-24","24 Mar 2011","9.2634","0.87410"
"2011-03-25","25 Mar 2011","9.2594","0.87780"
"2011-03-28","28 Mar 2011","9.2089","0.87825"
"2011-03-29","29 Mar 2011","9.2280","0.88145"
"2011-03-30","30 Mar 2011","9.2381","0.87890"
"2011-03-31","31 Mar 2011","9.3036","0.88370"
"2011-04-01","01 Apr 2011","9.2592","0.88150"
"2011-04-04","04 Apr 2011","9.3094","0.88095"
"2011-04-05","05 Apr 2011","9.2654","0.87285"
"2011-04-06","06 Apr 2011","9.3579","0.87750"
"2011-04-07","07 Apr 2011","9.3442","0.87590"
"2011-04-08","08 Apr 2011","9.4115","0.88095"
"2011-04-11","11 Apr 2011","9.4374","0.88360"
"2011-04-12","12 Apr 2011","9.4638","0.88845"
"2011-04-13","13 Apr 2011","9.4687","0.88980"
"2011-04-14","14 Apr 2011","9.4075","0.88250"
"2011-04-15","15 Apr 2011","9.4389","0.88380"
"2011-04-18","18 Apr 2011","9.3199","0.87750"
"2011-04-19","19 Apr 2011","9.3399","0.87800"
"2011-04-20","20 Apr 2011","9.4716","0.88670"
"2011-04-21","21 Apr 2011","9.4708","0.88130"
"2011-04-22","22 Apr 2011"
"2011-04-25","25 Apr 2011"
"2011-04-26","26 Apr 2011","9.5418","0.88715"
"2011-04-27","27 Apr 2011","9.5508","0.88640"
"2011-04-28","28 Apr 2011","9.6161","0.88880"
"2011-04-29","29 Apr 2011","9.6456","0.89170"
"2011-05-02","02 May 2011","9.6218","0.88920"
"2011-05-03","03 May 2011","9.6024","0.89695"
"2011-05-04","04 May 2011","9.6636","0.89990"
"2011-05-05","05 May 2011","9.6198","0.89865"
"2011-05-06","06 May 2011","9.4158","0.88390"
"2011-05-09","09 May 2011","9.3496","0.87925"
"2011-05-10","10 May 2011","9.3218","0.87790"
"2011-05-11","11 May 2011","9.3220","0.87075"
"2011-05-12","12 May 2011","9.1978","0.87015"
"2011-05-13","13 May 2011","9.2794","0.87795"
"2011-05-16","16 May 2011","9.2053","0.87250"
"2011-05-17","17 May 2011","9.2195","0.87290"
"2011-05-18","18 May 2011","9.2542","0.88065"
"2011-05-19","19 May 2011","9.2784","0.88130"
"2011-05-20","20 May 2011","9.2429","0.87705"
"2011-05-23","23 May 2011","9.1186","0.86975"
"2011-05-24","24 May 2011","9.1543","0.87285"
"2011-05-25","25 May 2011","9.1357","0.86720"
"2011-05-26","26 May 2011","9.1972","0.86850"
"2011-05-27","27 May 2011","9.2621","0.86685"
"2011-05-30","30 May 2011","9.2528","0.86710"
"2011-05-31","31 May 2011","9.3199","0.87205"
"2011-06-01","01 Jun 2011","9.3336","0.87705"
"2011-06-02","02 Jun 2011","9.3741","0.88295"
"2011-06-03","03 Jun 2011","9.3876","0.88750"
"2011-06-06","06 Jun 2011","9.4499","0.89030"
"2011-06-07","07 Jun 2011","9.4963","0.89245"
"2011-06-08","08 Jun 2011","9.4597","0.89290"
"2011-06-09","09 Jun 2011","9.4639","0.88940"
"2011-06-10","10 Jun 2011","9.3872","0.88840"
"2011-06-13","13 Jun 2011","9.3056","0.88060"
"2011-06-14","14 Jun 2011","9.3609","0.88100"
"2011-06-15","15 Jun 2011","9.2644","0.87970"
"2011-06-16","16 Jun 2011","9.1211","0.87530"
"2011-06-17","17 Jun 2011","9.2363","0.88260"
"2011-06-20","20 Jun 2011","9.2216","0.87950"
"2011-06-21","21 Jun 2011","9.2926","0.88670"
"2011-06-22","22 Jun 2011","9.3054","0.89310"
"2011-06-23","23 Jun 2011","9.1920","0.88960"
"2011-06-24","24 Jun 2011","9.2059","0.88855"
"2011-06-27","27 Jun 2011","9.2038","0.88970"
"2011-06-28","28 Jun 2011","9.2272","0.89420"
"2011-06-29","29 Jun 2011","9.3235","0.89980"
"2011-06-30","30 Jun 2011","9.3416","0.90255"
"2011-07-01","01 Jul 2011","9.3663","0.90500"
"2011-07-04","04 Jul 2011","9.3714","0.90150"
"2011-07-05","05 Jul 2011","9.3528","0.89840"
"2011-07-06","06 Jul 2011","9.2592","0.89485"
"2011-07-07","07 Jul 2011","9.2118","0.89210"
"2011-07-08","08 Jul 2011","9.2072","0.89320"
"2011-07-11","11 Jul 2011","9.0903","0.88070"
"2011-07-12","12 Jul 2011","9.0300","0.88265"
"2011-07-13","13 Jul 2011","9.1026","0.88230"
"2011-07-14","14 Jul 2011","9.1788","0.88095"
"2011-07-15","15 Jul 2011","9.1426","0.87750"
"2011-07-18","18 Jul 2011","9.0853","0.87315"
"2011-07-19","19 Jul 2011","9.1539","0.87890"
"2011-07-20","20 Jul 2011","9.1762","0.88065"
"2011-07-21","21 Jul 2011","9.1817","0.87870"
"2011-07-22","22 Jul 2011","9.2777","0.88270"
"2011-07-25","25 Jul 2011","9.2679","0.88250"
"2011-07-26","26 Jul 2011","9.3237","0.88235"
"2011-07-27","27 Jul 2011","9.3080","0.88310"
"2011-07-28","28 Jul 2011","9.1874","0.87390"
"2011-07-29","29 Jul 2011","9.1793","0.87485"
"2011-08-01","01 Aug 2011","9.2746","0.87955"
"2011-08-02","02 Aug 2011","9.1228","0.87180"
"2011-08-03","03 Aug 2011","9.2008","0.87255"
"2011-08-04","04 Aug 2011","9.1621","0.87145"
"2011-08-05","05 Aug 2011","9.1164","0.86905"
"2011-08-08","08 Aug 2011","9.1552","0.86910"
"2011-08-09","09 Aug 2011","9.1745","0.87310"
"2011-08-10","10 Aug 2011","9.2150","0.88430"
"2011-08-11","11 Aug 2011","9.0437","0.87570"
"2011-08-12","12 Aug 2011","9.1129","0.87635"
"2011-08-15","15 Aug 2011","9.1440","0.87700"
"2011-08-16","16 Aug 2011","9.1657","0.87850"
"2011-08-17","17 Aug 2011","9.2466","0.87760"
"2011-08-18","18 Aug 2011","9.1785","0.87060"
"2011-08-19","19 Aug 2011","9.2006","0.86965"
"2011-08-22","22 Aug 2011","9.2232","0.87365"
"2011-08-23","23 Aug 2011","9.2513","0.87600"
"2011-08-24","24 Aug 2011","9.2205","0.87710"
"2011-08-25","25 Aug 2011","9.2169","0.88120"
"2011-08-26","26 Aug 2011","9.1988","0.88565"
"2011-08-29","29 Aug 2011","9.2442","0.88460"
"2011-08-30","30 Aug 2011","9.1892","0.88365"
"2011-08-31","31 Aug 2011","9.2133","0.88560"
"2011-09-01","01 Sep 2011","9.1138","0.88120"
"2011-09-02","02 Sep 2011","9.0977","0.87890"
"2011-09-05","05 Sep 2011","9.0202","0.87510"
"2011-09-06","06 Sep 2011","9.0100","0.87710"
"2011-09-07","07 Sep 2011","8.9760","0.87800"
"2011-09-08","08 Sep 2011","8.9629","0.87670"
"2011-09-09","09 Sep 2011","8.8266","0.86590"
"2011-09-12","12 Sep 2011","8.7443","0.86015"
"2011-09-13","13 Sep 2011","8.7316","0.86315"
"2011-09-14","14 Sep 2011","8.7818","0.86950"
"2011-09-15","15 Sep 2011","8.8136","0.87295"
"2011-09-16","16 Sep 2011","8.7836","0.87170"
"2011-09-19","19 Sep 2011","8.7125","0.86810"
"2011-09-20","20 Sep 2011","8.7529","0.87230"
"2011-09-21","21 Sep 2011","8.6991","0.87310"
"2011-09-22","22 Sep 2011","8.6040","0.87325"
"2011-09-23","23 Sep 2011","8.5803","0.87235"
"2011-09-26","26 Sep 2011","8.6418","0.86960"
"2011-09-27","27 Sep 2011","8.6878","0.86980"
"2011-09-28","28 Sep 2011","8.7154","0.87175"
"2011-09-29","29 Sep 2011","8.7103","0.87065"
"2011-09-30","30 Sep 2011","8.6207","0.86665"
"2011-10-03","03 Oct 2011","8.4973","0.85960"
"2011-10-04","04 Oct 2011","8.3858","0.85650"
"2011-10-05","05 Oct 2011","8.5037","0.86300"
"2011-10-06","06 Oct 2011","8.4650","0.86680"
"2011-10-07","07 Oct 2011","8.5413","0.86480"
"2011-10-10","10 Oct 2011","8.6297","0.86890"
"2011-10-11","11 Oct 2011","8.6758","0.87020"
"2011-10-12","12 Oct 2011","8.7534","0.87535"
"2011-10-13","13 Oct 2011","8.7580","0.87585"
"2011-10-14","14 Oct 2011","8.8178","0.87480"
"2011-10-17","17 Oct 2011","8.7746","0.87400"
"2011-10-18","18 Oct 2011","8.7262","0.87020"
"2011-10-19","19 Oct 2011","8.8203","0.87495"
"2011-10-20","20 Oct 2011","8.8147","0.87500"
"2011-10-21","21 Oct 2011","8.8120","0.86775"
"2011-10-24","24 Oct 2011","8.8343","0.86910"
"2011-10-25","25 Oct 2011","8.8528","0.87010"
"2011-10-26","26 Oct 2011","8.8492","0.87190"
"2011-10-27","27 Oct 2011","8.9284","0.87630"
"2011-10-28","28 Oct 2011","9.0058","0.87935"
"2011-10-31","31 Oct 2011","8.9000","0.87310"
"2011-11-01","01 Nov 2011","8.6613","0.85515"
"2011-11-02","02 Nov 2011","8.7785","0.86190"
"2011-11-03","03 Nov 2011","8.7544","0.85930"
"2011-11-04","04 Nov 2011","8.7321","0.86125"
"2011-11-07","07 Nov 2011","8.7275","0.85655"
"2011-11-08","08 Nov 2011","8.7506","0.85805"
"2011-11-09","09 Nov 2011","8.6323","0.85385"
"2011-11-10","10 Nov 2011","8.6430","0.85335"
"2011-11-11","11 Nov 2011","8.6571","0.85680"
"2011-11-14","14 Nov 2011","8.6813","0.85660"
"2011-11-15","15 Nov 2011","8.5842","0.85345"
"2011-11-16","16 Nov 2011","8.5636","0.85430"
"2011-11-17","17 Nov 2011","8.5669","0.85400"
"2011-11-18","18 Nov 2011","8.6273","0.85805"
"2011-11-21","21 Nov 2011","8.5613","0.86000"
"2011-11-22","22 Nov 2011","8.6022","0.86570"
"2011-11-23","23 Nov 2011","8.5121","0.86030"
"2011-11-24","24 Nov 2011","8.5159","0.86060"
"2011-11-25","25 Nov 2011","8.4307","0.85585"
"2011-11-28","28 Nov 2011","8.5215","0.85820"
"2011-11-29","29 Nov 2011","8.4778","0.85365"
"2011-11-30","30 Nov 2011","8.5567","0.85580"
"2011-12-01","01 Dec 2011","8.5890","0.85910"
"2011-12-02","02 Dec 2011","8.5702","0.86020"
"2011-12-05","05 Dec 2011","8.5310","0.85925"
"2011-12-06","06 Dec 2011","8.4847","0.85655"
"2011-12-07","07 Dec 2011","8.4905","0.85745"
"2011-12-08","08 Dec 2011","8.5313","0.85280"
"2011-12-09","09 Dec 2011","8.4820","0.85315"
"2011-12-12","12 Dec 2011","8.4284","0.84800"
"2011-12-13","13 Dec 2011","8.3877","0.84625"
"2011-12-14","14 Dec 2011","8.2659","0.83900"
"2011-12-15","15 Dec 2011","8.2587","0.83935"
"2011-12-16","16 Dec 2011","8.2698","0.84055"
"2011-12-19","19 Dec 2011","8.2558","0.83980"
"2011-12-20","20 Dec 2011","8.2914","0.83680"
"2011-12-21","21 Dec 2011","8.2734","0.83230"
"2011-12-22","22 Dec 2011","8.2705","0.83250"
"2011-12-23","23 Dec 2011","8.2742","0.83310"
"2011-12-26","26 Dec 2011"
"2011-12-27","27 Dec 2011","8.2631","0.83350"
"2011-12-28","28 Dec 2011","8.2607","0.83420"
"2011-12-29","29 Dec 2011","8.1461","0.83600"
"2011-12-30","30 Dec 2011","8.1588","0.83530"
"2012-01-02","02 Jan 2012","8.1529","0.83514"
"2012-01-03","03 Jan 2012","8.1941","0.83510"
"2012-01-04","04 Jan 2012","8.1528","0.83110"
"2012-01-05","05 Jan 2012","8.0980","0.82675"
"2012-01-06","06 Jan 2012","8.0689","0.82640"
"2012-01-09","09 Jan 2012","8.0371","0.82400"
"2012-01-10","10 Jan 2012","8.0858","0.82820"
"2012-01-11","11 Jan 2012","8.0304","0.82590"
"2012-01-12","12 Jan 2012","8.0467","0.83055"
"2012-01-13","13 Jan 2012","8.0648","0.83320"
"2012-01-16","16 Jan 2012","8.0024","0.82745"
"2012-01-17","17 Jan 2012","8.0814","0.83045"
"2012-01-18","18 Jan 2012","8.0985","0.83385"
"2012-01-19","19 Jan 2012","8.1545","0.83560"
"2012-01-20","20 Jan 2012","8.1732","0.83390"
"2012-01-23","23 Jan 2012","8.2179","0.83625"
"2012-01-24","24 Jan 2012","8.2062","0.83460"
"2012-01-25","25 Jan 2012","8.1713","0.83205"
"2012-01-26","26 Jan 2012","8.2906","0.83800"
"2012-01-27","27 Jan 2012","8.2995","0.83685"
"2012-01-30","30 Jan 2012","8.2837","0.83580"
"2012-01-31","31 Jan 2012","8.3121","0.83510"
"2012-02-01","01 Feb 2012","8.3088","0.83120"
"2012-02-02","02 Feb 2012","8.2572","0.82765"
"2012-02-03","03 Feb 2012","8.3042","0.83220"
"2012-02-06","06 Feb 2012","8.2329","0.82810"
"2012-02-07","07 Feb 2012","8.2763","0.83020"
"2012-02-08","08 Feb 2012","8.3614","0.83495"
"2012-02-09","09 Feb 2012","8.3717","0.83665"
"2012-02-10","10 Feb 2012","8.3013","0.83630"
"2012-02-13","13 Feb 2012","8.3386","0.83885"
"2012-02-14","14 Feb 2012","8.2900","0.83765"
"2012-02-15","15 Feb 2012","8.2412","0.83480"
"2012-02-16","16 Feb 2012","8.1816","0.82845"
"2012-02-17","17 Feb 2012","8.2864","0.83110"
"2012-02-20","20 Feb 2012","8.3511","0.83640"
"2012-02-21","21 Feb 2012","8.3258","0.83640"
"2012-02-22","22 Feb 2012","8.3320","0.84420"
"2012-02-23","23 Feb 2012","8.3787","0.84610"
"2012-02-24","24 Feb 2012","8.4470","0.84815"
"2012-02-27","27 Feb 2012","8.4366","0.84500"
"2012-02-28","28 Feb 2012","8.4766","0.84790"
"2012-02-29","29 Feb 2012","8.4608","0.84390"
"2012-03-01","01 Mar 2012","8.3859","0.83490"
"2012-03-02","02 Mar 2012","8.3237","0.83270"
"2012-03-05","05 Mar 2012","8.3392","0.83465"
"2012-03-06","06 Mar 2012","8.3024","0.83255"
"2012-03-07","07 Mar 2012","8.2855","0.83490"
"2012-03-08","08 Mar 2012","8.3664","0.83865"
"2012-03-09","09 Mar 2012","8.3231","0.83595"
"2012-03-12","12 Mar 2012","8.3013","0.83920"
"2012-03-13","13 Mar 2012","8.2663","0.83575"
"2012-03-14","14 Mar 2012","8.2719","0.83140"
"2012-03-15","15 Mar 2012","8.2682","0.83345"
"2012-03-16","16 Mar 2012","8.2926","0.82950"
"2012-03-19","19 Mar 2012","8.3092","0.82845"
"2012-03-20","20 Mar 2012","8.3395","0.83220"
"2012-03-21","21 Mar 2012","8.3553","0.83495"
"2012-03-22","22 Mar 2012","8.3039","0.83330"
"2012-03-23","23 Mar 2012","8.3450","0.83630"
"2012-03-26","26 Mar 2012","8.3699","0.83520"
"2012-03-27","27 Mar 2012","8.3974","0.83590"
"2012-03-28","28 Mar 2012","8.3967","0.83900"
"2012-03-29","29 Mar 2012","8.3652","0.83580"
"2012-03-30","30 Mar 2012","8.4089","0.83390"
"2012-04-02","02 Apr 2012","8.3836","0.83105"
"2012-04-03","03 Apr 2012","8.3781","0.83255"
"2012-04-04","04 Apr 2012","8.2764","0.82850"
"2012-04-05","05 Apr 2012","8.2398","0.82420"
"2012-04-06","06 Apr 2012"
"2012-04-09","09 Apr 2012"
"2012-04-10","10 Apr 2012","8.2760","0.82690"
"2012-04-11","11 Apr 2012","8.2741","0.82595"
"2012-04-12","12 Apr 2012","8.2961","0.82470"
"2012-04-13","13 Apr 2012","8.2869","0.82480"
"2012-04-16","16 Apr 2012","8.2250","0.82270"
"2012-04-17","17 Apr 2012","8.2758","0.82340"
"2012-04-18","18 Apr 2012","8.2468","0.81915"
"2012-04-19","19 Apr 2012","8.2492","0.81710"
"2012-04-20","20 Apr 2012","8.3150","0.81875"
"2012-04-23","23 Apr 2012","8.2786","0.81660"
"2012-04-24","24 Apr 2012","8.2979","0.81540"
"2012-04-25","25 Apr 2012","8.3269","0.81940"
"2012-04-26","26 Apr 2012","8.3069","0.81640"
"2012-04-27","27 Apr 2012","8.3200","0.81530"
"2012-04-30","30 Apr 2012","8.2976","0.81295"
"2012-05-01","01 May 2012"
"2012-05-02","02 May 2012","8.2397","0.81205"
"2012-05-03","03 May 2012","8.2473","0.81125"
"2012-05-04","04 May 2012","8.2812","0.81195"
"2012-05-07","07 May 2012","8.1984","0.80647"
"2012-05-08","08 May 2012","8.1969","0.80645"
"2012-05-09","09 May 2012","8.1726","0.80495"
"2012-05-10","10 May 2012","8.1840","0.80180"
"2012-05-11","11 May 2012","8.1681","0.80330"
"2012-05-14","14 May 2012","8.1325","0.80000"
"2012-05-15","15 May 2012","8.1156","0.80010"
"2012-05-16","16 May 2012","8.0527","0.79925"
"2012-05-17","17 May 2012","8.0216","0.80080"
"2012-05-18","18 May 2012","8.0465","0.80420"
"2012-05-21","21 May 2012","8.0604","0.80750"
"2012-05-22","22 May 2012","8.0643","0.80870"
"2012-05-23","23 May 2012","8.0132","0.80440"
"2012-05-24","24 May 2012","7.9542","0.80095"
"2012-05-25","25 May 2012","7.9470","0.80030"
"2012-05-28","28 May 2012","7.9560","0.80010"
"2012-05-29","29 May 2012","7.9301","0.79940"
"2012-05-30","30 May 2012","7.8920","0.79775"
"2012-05-31","31 May 2012","7.8989","0.79990"
"2012-06-01","01 Jun 2012","7.8486","0.80500"
"2012-06-04","04 Jun 2012","7.9149","0.80845"
"2012-06-05","05 Jun 2012","7.9153","0.81005"
"2012-06-06","06 Jun 2012","7.9453","0.80630"
"2012-06-07","07 Jun 2012","8.0152","0.80860"
"2012-06-08","08 Jun 2012","7.9486","0.80795"
"2012-06-11","11 Jun 2012","7.9604","0.80770"
"2012-06-12","12 Jun 2012","7.9594","0.80385"
"2012-06-13","13 Jun 2012","7.9600","0.80630"
"2012-06-14","14 Jun 2012","7.9411","0.80920"
"2012-06-15","15 Jun 2012","8.0258","0.81190"
"2012-06-18","18 Jun 2012","8.0232","0.80600"
"2012-06-19","19 Jun 2012","8.0203","0.80520"
"2012-06-20","20 Jun 2012","8.0809","0.80600"
